file,expected,verdict,correct,conf_real,conf_synthetic,reasoning
genuine_rasa_Hindi_Male_001.png,real,real,True,0.9604,0.0396,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_002.png,real,real,True,0.9934,0.0066,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_003.png,real,real,True,0.9934,0.0066,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_004.png,real,real,True,0.9878,0.0122,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_005.png,real,real,True,0.9908,0.0092,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_006.png,real,real,True,0.9886,0.0114,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_007.png,real,real,True,0.9974,0.0026,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_008.png,real,real,True,0.9346,0.0654,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_009.png,real,real,True,0.9699,0.0301,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_010.png,real,real,True,0.9921,0.0079,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_011.png,real,real,True,0.992,0.008,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_012.png,real,real,True,0.8515,0.1485,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_013.png,real,real,True,0.9963,0.0037,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_014.png,real,real,True,0.9958,0.0042,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_015.png,real,real,True,0.9781,0.0219,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_016.png,real,real,True,0.9921,0.0079,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_017.png,real,real,True,0.9935,0.0065,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_018.png,real,real,True,0.9808,0.0192,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_019.png,real,real,True,0.9905,0.0095,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_020.png,real,real,True,0.9534,0.0466,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_021.png,real,real,True,0.993,0.007,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_022.png,real,real,True,0.9851,0.0149,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_023.png,real,real,True,0.9924,0.0076,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_024.png,real,real,True,0.9424,0.0576,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_025.png,real,real,True,0.9942,0.0058,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_026.png,real,real,True,0.996,0.004,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_027.png,real,real,True,0.9812,0.0188,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_028.png,real,real,True,0.9679,0.0321,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_029.png,real,real,True,0.9809,0.0191,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_030.png,real,real,True,0.996,0.004,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_031.png,real,real,True,0.9902,0.0098,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_032.png,real,real,True,0.9871,0.0129,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_033.png,real,real,True,0.9819,0.0181,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_034.png,real,real,True,0.9847,0.0153,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_035.png,real,real,True,0.9933,0.0067,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_036.png,real,real,True,0.9941,0.0059,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_037.png,real,real,True,0.9903,0.0097,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_038.png,real,real,True,0.9542,0.0458,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_039.png,real,real,True,0.9814,0.0186,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_040.png,real,real,True,0.9886,0.0114,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_041.png,real,real,True,0.9713,0.0287,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_042.png,real,real,True,0.9772,0.0228,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_043.png,real,real,True,0.9968,0.0032,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_044.png,real,real,True,0.9701,0.0299,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_045.png,real,real,True,0.9906,0.0094,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_046.png,real,real,True,0.983,0.017,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_047.png,real,real,True,0.9976,0.0024,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_048.png,real,real,True,0.9914,0.0086,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_049.png,real,real,True,0.996,0.004,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_050.png,real,real,True,0.975,0.025,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_051.png,real,real,True,0.9961,0.0039,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_052.png,real,real,True,0.9919,0.0081,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_053.png,real,real,True,0.9767,0.0233,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_054.png,real,real,True,0.9974,0.0026,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_055.png,real,real,True,0.9784,0.0216,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_056.png,real,real,True,0.9946,0.0054,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_057.png,real,real,True,0.9926,0.0074,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_058.png,real,real,True,0.9782,0.0218,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_059.png,real,real,True,0.9964,0.0036,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_060.png,real,real,True,0.9835,0.0165,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_061.png,real,real,True,0.9549,0.0451,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_062.png,real,real,True,0.9873,0.0127,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_063.png,real,real,True,0.9927,0.0073,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_064.png,real,real,True,0.9857,0.0143,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_065.png,real,real,True,0.99,0.01,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_066.png,real,real,True,0.9801,0.0199,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_067.png,real,real,True,0.9882,0.0118,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_068.png,real,real,True,0.9932,0.0068,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_069.png,real,real,True,0.9834,0.0166,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_070.png,real,real,True,0.9919,0.0081,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_071.png,real,real,True,0.987,0.013,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_072.png,real,real,True,0.9888,0.0112,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_073.png,real,real,True,0.962,0.038,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_074.png,real,real,True,0.9952,0.0048,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_075.png,real,real,True,0.9955,0.0045,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_076.png,real,real,True,0.9825,0.0175,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_077.png,real,real,True,0.9958,0.0042,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_078.png,real,real,True,0.9814,0.0186,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_079.png,real,real,True,0.9815,0.0185,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_080.png,real,real,True,0.9764,0.0236,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_081.png,real,real,True,0.9819,0.0181,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_082.png,real,real,True,0.9741,0.0259,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_083.png,real,real,True,0.9022,0.0978,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
